1,-1,1155.434,231.841,14.960,22.530,0.236,-1,-1,-1
1,-1,1361.159,266.126,115.791,40.980,0.997,-1,-1,-1
1,-1,864.667,226.711,47.082,22.437,0.968,-1,-1,-1
1,-1,1195.671,222.037,16.911,18.683,0.337,-1,-1,-1
1,-1,1098.447,258.967,75.246,62.925,0.978,-1,-1,-1
1,-1,1127.028,217.095,25.356,20.243,0.490,-1,-1,-1
1,-1,0.423,529.801,34.464,101.767,0.777,-1,-1,-1
1,-1,1299.965,230.708,82.729,45.157,0.448,-1,-1,-1
1,-1,430.026,246.314,74.479,40.072,0.254,-1,-1,-1
1,-1,1539.050,277.917,71.226,28.030,0.273,-1,-1,-1
1,-1,1295.953,229.762,96.861,45.080,0.718,-1,-1,-1
2,-1,1360.746,266.165,116.181,40.945,0.997,-1,-1,-1
2,-1,864.726,226.671,47.047,22.480,0.968,-1,-1,-1
2,-1,1155.592,232.240,14.972,22.093,0.321,-1,-1,-1
2,-1,1195.593,222.036,17.032,18.800,0.335,-1,-1,-1
2,-1,1126.989,217.165,25.422,20.102,0.521,-1,-1,-1
2,-1,1096.622,257.347,73.333,62.400,0.975,-1,-1,-1
2,-1,0.425,529.586,34.643,100.796,0.789,-1,-1,-1
2,-1,1300.129,230.658,82.589,45.378,0.448,-1,-1,-1
2,-1,430.151,246.377,74.037,40.076,0.249,-1,-1,-1
2,-1,1295.989,229.749,96.741,45.106,0.719,-1,-1,-1
3,-1,1194.650,223.200,16.936,18.122,0.324,-1,-1,-1
3,-1,864.889,226.799,46.972,22.403,0.969,-1,-1,-1
3,-1,1156.087,232.280,14.465,21.278,0.387,-1,-1,-1
3,-1,1126.967,217.637,25.573,19.887,0.494,-1,-1,-1
3,-1,0.426,529.903,34.703,101.415,0.715,-1,-1,-1
3,-1,1299.582,231.277,82.542,44.562,0.459,-1,-1,-1
3,-1,1091.512,256.605,76.463,61.698,0.977,-1,-1,-1
3,-1,430.326,245.564,73.995,41.071,0.210,-1,-1,-1
3,-1,1362.842,266.524,110.615,41.963,0.997,-1,-1,-1
3,-1,1297.365,228.382,88.782,45.811,0.719,-1,-1,-1
4,-1,1194.637,223.096,17.633,17.965,0.414,-1,-1,-1
4,-1,864.922,226.833,47.249,22.373,0.964,-1,-1,-1
4,-1,1154.756,233.827,15.797,21.050,0.338,-1,-1,-1
4,-1,0.491,529.505,35.456,101.241,0.702,-1,-1,-1
4,-1,429.487,246.967,75.409,39.662,0.310,-1,-1,-1
4,-1,1090.833,255.700,72.623,58.840,0.979,-1,-1,-1
4,-1,1300.261,230.388,82.922,44.696,0.504,-1,-1,-1
4,-1,1126.410,217.527,27.203,19.774,0.507,-1,-1,-1
4,-1,1537.622,277.566,72.715,28.464,0.301,-1,-1,-1
4,-1,1363.020,266.489,110.941,41.800,0.997,-1,-1,-1
4,-1,1269.347,212.011,60.597,51.165,0.271,-1,-1,-1
4,-1,1296.033,229.380,97.566,45.362,0.697,-1,-1,-1
5,-1,1088.414,255.900,69.054,57.038,0.952,-1,-1,-1
5,-1,1195.847,222.021,17.391,18.491,0.248,-1,-1,-1
5,-1,1155.309,233.577,14.202,20.776,0.220,-1,-1,-1
5,-1,1301.508,231.389,98.761,44.866,0.454,-1,-1,-1
5,-1,1127.312,218.022,24.925,18.967,0.301,-1,-1,-1
5,-1,428.147,248.887,79.522,38.588,0.482,-1,-1,-1
5,-1,863.417,226.422,50.046,22.655,0.948,-1,-1,-1
5,-1,1444.220,257.518,44.498,45.260,0.217,-1,-1,-1
5,-1,1535.959,277.141,74.953,28.876,0.292,-1,-1,-1
5,-1,0.370,529.775,36.473,99.711,0.735,-1,-1,-1
5,-1,1362.800,266.468,111.964,41.753,0.998,-1,-1,-1
5,-1,1269.171,212.504,61.922,49.788,0.291,-1,-1,-1
5,-1,1298.849,229.031,99.297,47.898,0.704,-1,-1,-1
6,-1,861.207,225.769,52.250,23.155,0.949,-1,-1,-1
6,-1,1361.210,265.944,115.196,40.904,0.997,-1,-1,-1
6,-1,1195.760,222.534,17.039,17.870,0.321,-1,-1,-1
6,-1,1158.735,230.750,12.874,18.524,0.203,-1,-1,-1
