1,-1,1092.474,258.084,85.314,64.343,0.599,-1,-1,-1
1,-1,1360.835,264.207,117.253,41.732,0.582,-1,-1,-1
1,-1,854.948,228.546,66.138,23.919,0.279,-1,-1,-1
1,-1,1277.169,220.342,112.592,52.455,0.202,-1,-1,-1
2,-1,1360.730,264.177,117.383,41.825,0.583,-1,-1,-1
2,-1,1089.375,257.554,84.045,64.321,0.518,-1,-1,-1
2,-1,854.832,228.566,66.196,23.833,0.281,-1,-1,-1
3,-1,1360.839,264.216,117.718,41.758,0.588,-1,-1,-1
3,-1,1084.803,252.840,83.658,65.412,0.466,-1,-1,-1
3,-1,855.424,228.636,65.589,23.921,0.274,-1,-1,-1
4,-1,1360.668,264.221,117.972,41.737,0.571,-1,-1,-1
4,-1,1080.422,252.592,84.188,64.958,0.448,-1,-1,-1
4,-1,855.436,228.306,66.785,24.164,0.298,-1,-1,-1
5,-1,1360.394,264.322,118.416,41.699,0.575,-1,-1,-1
5,-1,1085.879,250.797,74.372,66.583,0.417,-1,-1,-1
5,-1,866.516,230.398,46.443,16.792,0.253,-1,-1,-1
6,-1,1368.272,265.919,106.672,40.260,0.586,-1,-1,-1
6,-1,1078.493,250.663,80.372,64.366,0.398,-1,-1,-1
6,-1,864.693,227.918,49.972,19.712,0.267,-1,-1,-1
7,-1,1368.744,266.039,105.981,40.034,0.588,-1,-1,-1
7,-1,1079.727,250.842,73.634,63.561,0.409,-1,-1,-1
7,-1,865.491,228.576,49.158,18.865,0.263,-1,-1,-1
8,-1,1368.365,266.158,106.538,40.130,0.584,-1,-1,-1
8,-1,1077.649,250.387,73.430,62.136,0.388,-1,-1,-1
8,-1,858.207,227.951,63.281,23.531,0.278,-1,-1,-1
9,-1,1360.858,264.334,117.456,41.740,0.569,-1,-1,-1
9,-1,1075.417,249.238,73.348,61.153,0.396,-1,-1,-1
9,-1,856.162,228.745,65.472,23.329,0.320,-1,-1,-1
10,-1,1361.315,264.189,116.868,41.828,0.578,-1,-1,-1
10,-1,1072.449,249.074,74.996,60.928,0.347,-1,-1,-1
10,-1,856.425,229.053,63.192,22.794,0.315,-1,-1,-1
11,-1,1366.150,265.813,109.645,40.539,0.577,-1,-1,-1
11,-1,1071.896,249.087,73.590,58.494,0.333,-1,-1,-1
11,-1,855.281,228.933,64.666,23.241,0.296,-1,-1,-1
12,-1,1366.041,265.792,109.763,40.544,0.577,-1,-1,-1
12,-1,1071.213,249.223,72.811,55.919,0.399,-1,-1,-1
12,-1,855.404,228.913,64.527,23.241,0.294,-1,-1,-1
13,-1,1361.452,264.085,116.916,41.935,0.582,-1,-1,-1
13,-1,1071.726,250.408,70.106,53.366,0.417,-1,-1,-1
13,-1,856.088,228.658,63.478,23.375,0.276,-1,-1,-1
14,-1,1361.289,264.095,117.242,42.028,0.582,-1,-1,-1
14,-1,1072.404,250.198,66.453,51.857,0.467,-1,-1,-1
